domain_name,label,language,malicious_tags,all_tags,word_count,domain_length,posts,profile,visit,skip,report,blog,content,search,powered,well,use,link,contact,business,email,everything,new,home,page,create,website,services,free,data,facebook,account,designed,things,outdated,insecure,policy,service,support,help,privacy,learn,information,management,time,health,events,view,news,best,find,online,read,standard,school
donuts.domains,0,en,1,1042,1443,14,0,0,0,0,4,0,0,1,0,0,2,0,6,4,2,0,1,1,1,2,4,3,0,0,2,0,0,0,0,0,6,4,6,4,8,6,5,0,1,0,4,2,4,0,0,4,9,0,2
ekbdp.stripocdn.email,0,en,1,136,68,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cozycountryredirectvii.addons.business,0,en,24,1042,1114,38,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,10,1,0,0,2,0,0,0,4,3,5,4,3,1,0,3,0,0,1,1,0,0,0,0,0,0,0
cozycountryredirectiv.addons.business,0,en,24,1042,1114,37,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,10,1,0,0,2,0,0,0,4,3,5,4,3,1,0,3,0,0,1,1,0,0,0,0,0,0,0
english.afeka.ac.il,0,en,4,1216,1294,19,0,0,1,1,0,0,1,3,0,0,1,1,5,0,2,0,2,2,7,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,1,2,10,0,3,0,3,5,0,0,1,2,0,0
erasmus.euc.ac.cy,0,en,31,528,473,17,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,1,1,0,2,0,3,1,0,0,1
ecan-nepal.org.np,0,en,50,369,211,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0
donate.wwf.org.au,0,en,3,1103,725,17,0,0,2,0,2,0,0,0,0,0,1,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,2,0,0,1,1,4,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dfcdvdf1.indianporn.rodeo,0,en,3,857,953,25,0,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0
fapix.porn,0,en,104,1810,2486,10,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,5,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0
deanna.art,0,en,6,206,95,10,0,0,0,1,0,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dfcdvdf2.indianporn.rodeo,0,en,3,857,953,25,0,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0
dividend.watch,0,en,1,623,1142,14,0,0,0,0,0,3,2,0,0,0,4,1,1,0,0,0,2,0,0,1,2,0,2,4,1,1,1,0,0,0,2,0,1,1,1,0,1,0,4,1,1,4,5,3,0,0,1,0,0
diversey.com.et,0,en,6,503,292,15,0,0,0,1,1,2,1,0,0,0,1,0,5,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0
dj-m.ag,0,en,11,546,453,7,0,0,0,1,4,3,0,0,0,0,2,5,2,1,0,0,2,0,0,5,0,5,2,0,0,1,0,0,0,0,6,2,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dearmoon.earth,0,en,4,481,2320,14,0,0,1,0,0,0,1,0,0,3,2,0,1,3,0,1,4,1,0,1,8,0,0,0,0,0,1,1,0,0,1,1,0,2,1,1,1,0,5,0,0,0,0,2,0,2,0,0,3
eumetsat.onlyfy.jobs,0,en,7,548,550,20,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
dpe.gov.in,0,en,6,752,711,10,1,0,1,1,1,0,2,3,0,0,0,0,1,0,0,0,2,2,1,0,2,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,3,4,0,0,1,3,0,0,0,1,0,1,0
eu.medical.canon,0,en,11,1333,1117,16,0,3,1,0,0,1,0,0,0,0,2,1,9,0,1,0,4,0,0,0,0,3,0,2,1,0,0,0,0,0,5,6,3,0,2,6,0,6,0,6,1,3,0,1,0,0,0,0,0
chuokikuu.co.ke,0,en,3,171,243,15,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,1,0,0,0,0
farassan.co.ir,0,en,26,876,728,14,0,0,0,1,0,2,2,2,0,0,1,0,4,0,4,0,2,2,0,0,2,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,0,0,2,0,0
covid19.govt.nz,0,en,26,887,941,15,0,0,0,1,1,0,1,0,0,3,0,4,1,0,0,0,5,2,0,0,3,11,0,3,0,0,0,0,0,0,0,2,4,3,1,0,2,0,0,31,0,0,0,0,8,3,1,0,0
euram.academy,0,en,24,270,406,13,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,0,0,1,0,2,0,1,1,5,0,0
decathlon.com.kw,0,en,103,11497,5527,16,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
dragonball.guru,0,en,3,404,793,15,0,0,0,0,0,4,0,2,0,1,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,1
farm.bot,0,en,12,1446,1959,8,0,0,0,1,0,3,1,0,1,0,7,0,7,1,3,1,7,5,0,1,0,1,9,0,2,1,2,1,0,0,6,4,10,2,1,8,1,1,3,0,0,2,0,2,0,1,3,4,0
ecitibiz.interior.gov.ng,0,en,9,514,1201,24,0,0,0,0,1,0,0,2,0,1,1,0,3,10,3,0,4,1,3,1,0,3,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,3,1,0,1,1,0,0,0
farosh.pk,0,en,16,5091,4646,9,0,0,0,0,0,2,0,0,0,0,2,0,3,1,1,0,25,23,0,0,5,1,4,0,0,1,0,0,1,0,3,1,4,2,2,0,0,0,0,8,0,3,0,8,1,8,0,0,31
eurosport.com.mt,0,en,108,3331,1720,16,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,9,2,0,0,0,2,1,0,0,3,0,0,0,0,2,1,0,1,1,1,2,0,0,0,0,30,0,5,0,1,0,0,4
cpd.mbot.org.my,0,en,15,227,193,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
fastvps.hosting,0,en,3,388,526,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,1,6,0,0,3,0,0,4,0,0,0,0,0,0,1,0,1,0
fastbridge.finance,0,en,5,368,387,18,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,2,0,3,0,5,0,0,0,0,0,0,0,2,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0
firstsight.design,0,en,2,317,378,17,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,8,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,8,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0
cpec.gov.pk,0,en,23,1031,2130,11,0,0,2,0,0,0,0,0,0,0,1,0,1,1,2,0,2,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,1,0,7,0,1,0,44,0,0
cnc.community,0,en,2,570,956,13,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,2,2,1,0,0,0,1,0,0,1,35,2,2,2,1,0,0
fkgefz.stripocdn.email,0,en,1,136,68,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ev.buaa.edu.cn,0,en,45,575,627,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,1
electronicinvoicing.global,0,en,19,3983,1435,26,1,0,0,1,0,1,1,0,2,0,3,1,8,0,0,1,5,1,1,1,0,3,0,2,0,0,0,0,0,0,1,1,4,1,1,0,5,0,5,0,1,2,2,0,2,0,0,2,0
flart.studio,0,en,3,602,316,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,9,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.pm,0,en,4,298,400,6,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
everycommunity.church,0,en,11,427,465,21,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,8,0,2,0,0
flex.bi,0,en,10,659,1020,7,0,0,0,0,4,0,0,0,0,0,2,0,2,8,1,0,3,0,0,3,0,1,2,20,0,0,0,1,0,0,1,0,6,5,1,1,2,3,4,0,0,1,4,1,1,0,7,6,0
esatto.house,0,en,4,694,523,12,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0
electronic.dance,0,en,65,1972,1510,16,1,1,0,0,0,0,0,4,1,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
eviltwin.nyc,0,en,6,331,473,12,0,0,1,1,1,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
flexible-map.webaware.net.au,0,en,5,218,214,28,2,0,0,1,0,0,0,4,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flatrock.org.nz,0,en,2,873,7815,15,4,0,1,0,0,2,2,1,0,4,4,1,3,1,3,1,23,15,9,2,8,0,0,0,0,0,5,5,1,0,0,0,0,5,0,2,0,1,18,0,0,3,1,2,5,6,0,1,0
evisa.express,0,en,8,1889,1853,13,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,14,0,0,0,1,1,0,0,0,0,0,0,0,0,3,6,3,0,2,0,1,0,1,1,0,0,1,0,0,1,6,0,0
gartic.show,0,en,0,333,540,11,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
dreamersalliance.org.au,0,en,34,681,357,23,2,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
esc.qu.edu.qa,0,en,58,571,705,13,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0
fbafmv.stripocdn.email,0,en,1,136,68,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbvtcc.stripocdn.email,0,en,1,136,68,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ewbkem.stripocdn.email,0,en,1,136,68,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fco.ngo,0,en,2,298,392,7,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,3,0,0,1,0,5,2,5,0,1,1,2,0,0
evisa.mn,0,en,15,967,959,8,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,1
english.wafa.ps,0,en,15,840,873,15,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1
english.visitkorea.or.kr,0,en,133,1077,2002,24,0,0,3,0,1,0,1,7,0,0,4,0,1,0,1,0,18,1,0,0,20,3,1,3,1,0,0,2,0,0,2,3,0,1,1,0,12,0,2,0,4,3,3,1,2,3,0,1,0
english.hebau.edu.cn,0,en,6,158,143,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fda.report,0,en,1,62,173,10,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0
ewlwc3.xxxvideo.rodeo,0,en,5,924,744,21,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ewlwc1.xxxvideo.rodeo,0,en,5,924,744,21,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fdw2.xnxxcom.pics,0,en,6,1191,584,17,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0
fdw1.xnxxcom.pics,0,en,6,1191,584,17,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0
fede.dm,0,en,6,823,928,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,6,0,1,2,0,0,1,1,1,2,1,0,0,0
fdw3.xnxxcom.pics,0,en,6,1191,584,17,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0
gather.sl.nsw.gov.au,0,en,6,197,211,20,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
drippy.amsterdam,0,en,147,2269,1582,16,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,2,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0
en.kali.tools,0,en,6,789,611,13,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
feeds.trac.jobs,0,en,5,303,323,15,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0
cnycookies.sg,0,en,20,614,1045,13,0,1,0,0,0,3,0,0,0,1,0,0,5,0,1,0,23,3,1,0,1,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,1,4,0,0
enlear.academy,0,en,1,731,964,14,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0
gbn.gd,0,en,12,866,1388,6,0,0,0,0,0,0,0,1,0,0,0,0,4,10,1,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,19,0,0,0,10,0,0
en.pornohd.blue,0,en,29,418,571,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,0
gccoaching.fit,0,en,75,776,384,14,0,0,0,1,0,5,1,0,0,0,0,0,0,0,2,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,9,0,0
esotericstudies.net.au,0,en,5,166,159,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
genders.wtf,0,en,1,706,257,11,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
en.mofa.gov.tw,0,en,10,4068,5006,14,0,0,0,1,7,0,1,7,0,0,0,4,3,1,2,0,19,1,2,0,3,6,2,0,2,0,0,0,0,0,17,6,1,0,0,0,20,0,0,4,7,0,15,2,0,3,0,0,0
elephant.money,0,en,5,267,319,14,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
geneticeducation.co.in,0,en,27,542,546,22,0,0,1,1,0,2,3,2,0,0,0,0,0,0,2,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,1,9,0,0,0,0,0,0,1,0,0,1,12,0,0
elegra.co.rs,0,en,2,268,303,12,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0
enrichment.apps.binus.ac.id,0,en,39,172,69,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
freegayporn.pics,0,en,3,632,1351,16,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,3,1,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
en.racelogic.support,0,en,8,294,220,20,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
freegames.codes,0,en,18,654,450,15,2,0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,42,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,2,3,0,0,0,0
freegrounds-jun.hants.sch.uk,0,en,15,531,324,28,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,5,0,0,0,0,2,0,0,0,0,1,0,17
ens.vision,0,en,3,1850,1054,10,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,3,1,0,0,10,0,0,1,0,1,0,0
genius.codes,0,en,0,37,464,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elit.ius.edu.ba,0,en,6,2764,2159,15,1,0,0,1,1,2,1,1,0,0,1,0,5,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6,2,2,4,0,3,24,0,0
en.seoultech.ac.kr,0,en,15,504,470,18,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,1,2,8,0,0,0,0,0,1
elk.finance,0,en,32,835,598,11,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gene.vision,0,en,16,209,335,11,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,4,3,1,1,1,0,0,0,0,0,0,0,4,0,1,0,0
genocidarmyan.do.am,0,en,9,98,2002,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
geneva.mofa.go.ug,0,en,18,464,329,17,0,0,0,1,0,0,1,0,0,0,0,0,1,3,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
en.um.ac.ir,0,en,15,486,489,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,2,0,0,0,0,0,0
fromplacetoplace.travel,0,en,32,618,970,23,0,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,26,0,0,0,0,2,0,0,2,0,4,0,0
genshinimpact.video.tm,0,en,23,561,644,22,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
envo-hydrosolutions.co.ke,0,en,26,261,196,25,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,3,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elmstcongo.church,0,en,9,201,786,17,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9
elora.fashion,0,en,44,677,416,13,0,0,0,1,0,1,1,2,1,0,0,0,3,0,1,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0
creators.google,0,en,3,419,241,15,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,3,0,0,5,0,0,0,0
en.smartcity.org.tw,0,en,35,1843,1133,19,0,0,3,0,0,0,0,0,0,0,0,0,2,7,1,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,3,0,0,3,0,0,0
fromto.money,0,en,6,1992,2068,12,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,6,1,0,0,3,8,0,0,0,20,0,1,0,0,0,9,0,4,0,0,0,0,2,0,0,0,0,11,6,11,0,0,0
edich.stripocdn.email,0,en,1,136,68,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en.xhdporno.porn,0,en,30,503,564,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
environment.govt.nz,0,en,4,1095,464,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,3,0,3,0,1,0,0
gentlepower.dog,0,en,22,380,1135,15,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
drop.skin,0,en,2,710,210,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
greencell.global,0,en,46,788,981,16,0,1,0,0,0,0,3,0,0,0,8,0,1,2,1,0,2,0,0,1,5,3,0,5,0,0,0,0,0,0,2,0,1,1,5,6,8,0,0,0,0,0,2,0,1,0,2,2,0
greensoftware.foundation,0,en,0,425,215,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0
edition.mv,0,en,3,2950,2428,10,0,0,2,0,0,0,0,0,0,0,1,1,1,4,0,1,5,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,11,0,1,0,0,0,0,2,1,0,4,0,0,0,0,0,0
drugsandwires.fail,0,en,3,250,199,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0
greenmetric.ui.ac.id,0,en,15,1153,2491,20,0,44,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1,0,2,0,5,0,0,1,0,1,0,0,0,0,2,2,1,0,1,2,5,0,1,5,43,9,1,0,2,4,0,0
greek.doctor,0,en,9,830,7859,12,1,0,0,1,0,1,1,2,1,9,16,1,3,1,2,2,7,1,8,0,7,0,3,0,2,0,0,0,0,0,0,0,0,7,0,0,1,0,25,8,0,1,0,2,5,0,1,0,1
